train_losses,val_losses,train_accuracies,val_accuracies,precisions,recalls,f1_scores
0.42563964386839837,0.1572240804354742,83.32716506291636,94.94195688225538,0.9475279360344616,0.9491037526323715,0.9480312851645087
0.251242353711314,0.12874924893115172,91.37058968665187,95.60530679933665,0.9556778191048894,0.954759244586115,0.9548997562790665
0.22597742890039021,0.11078709114359267,92.49321490254133,96.0751796572692,0.9587405047782406,0.9600466375327142,0.9593201970984108
0.21572485452249676,0.1035890395164882,92.77695534172219,96.54505251520177,0.9647617748424997,0.9640383912301455,0.9642012127423382
0.20419310201400306,0.15501059189218244,93.1655563779916,94.88667772249862,0.9514063031638783,0.9479315465325282,0.9476689287550187
0.20937457164158013,0.12305900204228237,92.87564766839378,96.04754007739082,0.9591003642341231,0.9589735798223143,0.9589997567081773
0.1935948175626129,0.1167461253486149,93.58499876634592,96.489773355445,0.9642881014717161,0.9634158320872324,0.9637760646110504
0.19370756894111252,0.09467742069120919,93.58499876634592,97.23604201216142,0.9714149664717344,0.9713836399158322,0.9713953705742172
0.186786725915072,0.12870174647724253,93.8378978534419,95.9093421779989,0.9587788328253328,0.9582354882707845,0.9579305519448855
0.1820031910826116,0.10230182072687935,93.84406612385887,96.54505251520177,0.9652395278737421,0.9637975448743571,0.9644508958439101
0.17924606540888782,0.09332470170103765,93.86873920552677,97.01492537313433,0.9696730406569897,0.9690380313712103,0.9690412897946259
0.18085610070973046,0.10731975018713631,94.17098445595855,96.40685461580983,0.9635832676472407,0.9628444656211782,0.9629235507503484
0.18729951664441702,0.1148040739366511,93.89341228719466,96.15809839690436,0.9609501783196146,0.9595866643302617,0.9600970809215535
0.16945663592144405,0.09682673531553296,94.43005181347151,97.04256495301271,0.9694202056615792,0.9692769969291516,0.969345433660593
0.18130094928141588,0.10233841321442333,93.81322477177399,96.489773355445,0.9640064036313044,0.9631879150585135,0.9635750831074646
0.170369720248105,0.09922620704793716,94.41771527263755,96.6832504145937,0.9659532858437313,0.9657116041214233,0.9657054101748077
0.1704809054956428,0.11396977222351493,94.49790278805823,96.57269209508016,0.964910910039175,0.9658315825786442,0.9650416740189359
0.17770628139736677,0.11744122241147954,94.02294596595115,96.43449419568823,0.9643143406016662,0.9630106660752346,0.9632033464580759
0.16665611117692478,0.09747918880644615,94.36836910930175,96.93200663349917,0.9695754928049154,0.9677311965107216,0.9685650409613439
0.1711414903393144,0.09864620297527213,94.31902294596595,97.12548369264788,0.9705976377043041,0.969938868684692,0.9702373045081121
